Name,ID,L,a,b,LRV,R,G,B,,,
Tiara Pink,1163,73.8942,24.6009,-13.0915,0.465394,0.853707,0.649851,0.809812,217.695285,165.712005,206.502060
Carnation Rose,1164,68.0283,27.9592,-14.9937,0.380105,0.806224,0.578541,0.759988,205.587120,147.527955,193.796940
Pink Parade,1165,54.6842,35.2617,-17.509,0.226252,0.699231,0.418645,0.636227,178.303905,106.754475,162.237885
Noble Honor,1166,29.6958,26.2279,-5.00399,0.0611301,0.410317,0.206681,0.308358,104.630835,52.703655,78.631290
Dream State,1167,89.6009,7.00898,0.47745,0.754446,0.937588,0.865515,0.880845,239.084940,220.706325,224.615475
Marvelous Magic,1168,82.4327,11.8475,-4.43427,0.611003,0.880941,0.775236,0.838784,224.639955,197.685180,213.889920
Baby Girl,1169,77.9307,17.4328,-6.39054,0.530943,0.865521,0.711957,0.804638,220.707855,181.549035,205.182690
Lavender Quartz,1170,62.9313,24.6921,-10.2953,0.315045,0.739732,0.534757,0.672273,188.631660,136.363035,171.429615
Teen Queen,1171,54.8861,24.8027,-11.7282,0.228197,0.650727,0.453356,0.597907,165.935385,115.605780,152.466285
Immortality,1172,46.1844,28.2343,-10.1039,0.154053,0.582009,0.35655,0.499113,148.412295,90.92025,127.273815
Purple Stiletto,1173,31.7845,17.1753,-5.23317,0.0699017,0.38345,0.25372,0.327625,97.77975,64.69860,83.544375
Little Pinky,1174,94.3141,2.17932,1.62755,0.860041,0.956939,0.930067,0.923871,244.019445,237.167085,235.587105
Taffeta Tint,1175,90.8903,8.26336,-2.88905,0.782422,0.953224,0.877182,0.920575,243.072120,223.681410,234.746625
Poodle Pink,1176,86.0325,14.5554,-7.69727,0.68052,0.932795,0.807842,0.903101,237.862725,205.999710,230.290755
Rosy Cheeks,1177,81.2818,19.6819,-11.6557,0.589822,0.906125,0.742783,0.8801,231.061875,189.409665,224.4255
Rose Souvenir,1178,65.9555,26.1359,-20.3085,0.352663,0.758862,0.563905,0.774443,193.509810,143.795775,197.482965
Moonlight Melody,1179,56.5818,31.6375,-22.5385,0.244968,0.68674,0.451496,0.689709,175.11870,115.131480,175.875795
Berry Light,1180,31.7883,24.9478,-16.7564,0.0699181,0.403571,0.233067,0.398928,102.910605,59.432085,101.726640
Violet Ash,1181,89.5508,8.83732,-3.57451,0.753373,0.940705,0.860976,0.910814,239.879775,219.548880,232.257570
Lilacs in Spring,1182,85.7126,12.1112,-7.38177,0.67414,0.91223,0.810862,0.896786,232.61865,206.769810,228.680430
Romantic Ballad,1183,80.806,16.3222,-11.6303,0.58121,0.877125,0.747021,0.874076,223.666875,190.490355,222.889380
Graceful Garden,1184,73.2087,18.1197,-15.01,0.454828,0.79726,0.661645,0.814959,203.30130,168.719475,207.814545
Satin Flower,1185,64.0649,20.6686,-18.7032,0.328815,0.705995,0.560033,0.74198,180.028725,142.808415,189.20490
Pleasant Dream,1186,56.3078,23.1337,-19.5766,0.242204,0.637307,0.474406,0.665502,162.513285,120.973530,169.703010
Joyous Song,1187,28.6088,22.0065,-16.7636,0.0568708,0.356423,0.213662,0.368096,90.887865,54.483810,93.864480
Maiden of the Mist,1188,89.6473,8.68693,-5.04324,0.755442,0.936965,0.862719,0.922809,238.926075,219.993345,235.316295
Little Touch ,1189,85.832,11.8701,-9.02619,0.676518,0.907601,0.813143,0.910208,231.438255,207.351465,232.103040
Glittering Gemstone,1190,80.9716,15.5748,-13.2662,0.584198,0.869397,0.751206,0.887711,221.696235,191.557530,226.366305
Cherish the Moment,1191,74.3456,17.3786,-17.4534,0.47244,0.798072,0.676277,0.844823,203.508360,172.450635,215.429865
Cut Velvet,1192,64.793,20.7792,-23.8937,0.337868,0.700496,0.568485,0.786089,178.626480,144.963675,200.452695
Crown Jewels,1193,52.0224,24.971,-28.3029,0.201643,0.580746,0.428662,0.679231,148.090230,109.308810,173.203905
Magenta Red Lips,1194,32.8084,21.1275,-20.0081,0.0744922,0.384639,0.255144,0.428393,98.082945,65.061720,109.240215
Rosie Posie,1195,91.5841,4.26354,-1.05476,0.797755,0.935433,0.894809,0.913885,238.535415,228.176295,233.040675
Naughty Marietta,1196,84.3751,10.2358,-4.89208,0.647895,0.889793,0.800708,0.863283,226.897215,204.180540,220.137165
Lavender Veil,1197,79.1311,13.9459,-7.57876,0.551561,0.85168,0.734593,0.82577,217.17840,187.321215,210.57135
Heather Feather,1198,73.2881,11.2461,-9.17947,0.456044,0.764532,0.67968,0.773119,194.955660,173.31840,197.145345
Enthroned Above,1199,63.7044,14.1213,-11.7963,0.324394,0.675264,0.57268,0.68917,172.192320,146.03340,175.73835
Felicia,1200,51.9188,17.0233,-12.7479,0.200723,0.568796,0.446396,0.572964,145.042980,113.830980,146.105820
Dreamy Heaven,1201,30.8166,13.8414,-9.57569,0.0657393,0.347278,0.254765,0.344476,88.555890,64.965075,87.841380
Daring Deception,1202,90.2875,6.0396,1.98956,0.769259,0.941716,0.875337,0.876996,240.137580,223.210935,223.633980
Etcetera,1203,82.5403,11.3868,-3.31737,0.61301,0.881493,0.777408,0.831716,224.780715,198.239040,212.087580
Noteworthy,1204,78.6696,13.6922,-4.94928,0.543572,0.851048,0.729794,0.801634,217.017240,186.097470,204.416670
Fashionably Plum ,1205,62.5011,18.4393,-9.64376,0.309923,0.696372,0.548223,0.662227,177.574860,139.796865,168.867885
Screen Gem,1206,54.6353,19.6555,-11.8113,0.225783,0.615928,0.465864,0.595078,157.061640,118.795320,151.744890
Orchid Orchestra,1207,46.2619,19.6137,-10.9937,0.15463,0.530674,0.383646,0.504351,135.321870,97.829730,128.609505
Crowd Pleaser,1208,32.109,13.024,-8.12354,0.0713352,0.357877,0.268216,0.347659,91.258635,68.395080,88.653045
Princess Irene,1209,88.6547,5.98134,0.325182,0.734349,0.91896,0.857712,0.871299,234.33480,218.716560,222.181245
French Lavender,1210,82.9279,9.38366,-1.16932,0.620273,0.876459,0.78646,0.819881,223.497045,200.54730,209.069655
Lavender Blessing,1211,77.5006,11.5117,-2.50118,0.523685,0.828495,0.722569,0.770854,211.266225,184.255095,196.567770
Pansy Posie,1212,69.6982,11.6469,-5.24804,0.40322,0.738112,0.640051,0.706687,188.218560,163.213005,180.205185
Berry Bright,1213,58.3266,13.4492,-5.93705,0.263063,0.627827,0.51846,0.592495,160.095885,132.20730,151.086225
Majestic Plum,1214,44.6915,15.1758,-5.04735,0.143222,0.500214,0.379439,0.449535,127.554570,96.756945,114.631425
Purple Shadow,1215,25.6252,9.5756,-4.19618,0.0462058,0.285603,0.218262,0.264105,72.828765,55.656810,67.346775
Aimee,1216,91.577,2.86644,3.14121,0.797599,0.935133,0.897491,0.882086,238.458915,228.860205,224.931930
Velvet Blush,1217,86.504,5.53586,0.442973,0.689999,0.891912,0.83512,0.846585,227.437560,212.95560,215.879175
Odyssey Lilac,1218,81.4014,6.22347,-1.03865,0.592,0.836923,0.77793,0.801676,213.415365,198.37215,204.427380
Desire?,1219,73.0627,10.0001,-2.57712,0.452599,0.769223,0.679237,0.72337,196.151865,173.205435,184.45935
Play Time,1220,66.4769,11.0343,-3.67636,0.359437,0.702966,0.607739,0.661425,179.256330,154.973445,168.663375
Charming Violet,1221,50.9914,12.5924,-3.88857,0.192612,0.550723,0.447143,0.504006,140.434365,114.021465,128.521530
Grape Soda,1222,28.5733,11.3872,-2.34201,0.0567348,0.326249,0.239538,0.2799,83.193495,61.082190,71.3745
Ostrich Tail,1223,89.8236,4.58298,-1.82317,0.75923,0.916182,0.874584,0.900041,233.626410,223.018920,229.510455
Fragrant Snowbell,1224,81.3294,7.61152,-5.2464,0.590688,0.835932,0.77442,0.831859,213.162660,197.47710,212.124045
Velour,1225,70.6419,10.7589,-9.86229,0.416687,0.730774,0.653153,0.749298,186.347370,166.554015,191.070990
Imagine That,1226,54.9223,13.3906,-11.6283,0.228546,0.578834,0.485566,0.595879,147.602670,123.819330,151.949145
Vivid Vision,1227,34.4995,11.8358,-10.3742,0.0825062,0.368784,0.293409,0.384003,94.039920,74.819295,97.920765
Petunia Patty,1228,27.1505,8.66001,-6.10383,0.0514736,0.290616,0.234116,0.289037,74.107080,59.699580,73.704435
Eleanor Ann,1229,24.2187,5.11366,-2.54355,0.0416782,0.250897,0.215749,0.241289,63.978735,55.015995,61.528695
Crescent Moon,1230,92.55,2.35745,0.477298,0.819437,0.935553,0.910086,0.912834,238.566015,232.071930,232.772670
Hosta Flower,1231,90.351,4.26319,-1.96106,0.770638,0.919295,0.881267,0.906896,234.420225,224.723085,231.258480
Flowers of May,1232,87.1384,6.31454,-5.76873,0.702889,0.889161,0.841279,0.899757,226.736055,214.526145,229.438035
Plum Cake,1233,79.4885,10.5318,-12.3315,0.557801,0.818671,0.748429,0.863641,208.761105,190.849395,220.228455
Grape's Treasure,1234,73.2367,10.8228,-14.6762,0.455257,0.746318,0.681369,0.811763,190.311090,173.749095,206.999565
Yolanda,1235,62.8831,12.702,-19.1275,0.314469,0.636977,0.569551,0.731081,162.429135,145.235505,186.425655
Sunset Serenade,1236,31.6869,15.8461,-16.867,0.0694741,0.350517,0.258996,0.397514,89.381835,66.043980,101.366070
Easter Bunny,1237,91.4926,3.10065,-2.38032,0.795723,0.92206,0.896957,0.922589,235.12530,228.724035,235.260195
Fairytale,1238,88.5204,5.60275,-6.82353,0.731524,0.896313,0.858531,0.922908,228.559815,218.925405,235.341540
Plum's the Word,1239,84.3715,7.99175,-11.0907,0.647824,0.856819,0.807712,0.908464,218.488845,205.966560,231.658320
Drifting Dream,1240,78.4365,11.6819,-17.4013,0.539567,0.801452,0.735202,0.888948,204.370260,187.476510,226.681740
Grape Illusion,1241,70.6753,12.2758,-22.1242,0.417168,0.707646,0.652257,0.836958,180.449730,166.325535,213.424290
Gorgeous Hydrangea,1242,64.4964,14.1348,-25.9177,0.334161,0.643653,0.584031,0.79613,164.131515,148.927905,203.01315
When Red Met Blue,1243,32.128,16.8157,-25.7608,0.0714201,0.335642,0.262753,0.456899,85.588710,67.002015,116.509245
White Bud,1244,89.4637,2.19196,-3.55274,0.751509,0.889272,0.876884,0.90851,226.764360,223.605420,231.67005
Perfection,1245,86.1167,3.21247,-7.396,0.682208,0.849637,0.838129,0.899895,216.657435,213.722895,229.473225
Purple Purity,1246,80.6579,4.66472,-12.2781,0.578546,0.787149,0.77591,0.875293,200.722995,197.85705,223.199715
May Mist,1247,66.7156,7.48972,-21.0191,0.362567,0.632785,0.622675,0.785082,161.360175,158.782125,200.195910
Velvet Crest,1248,61.4194,7.46232,-22.495,0.297286,0.572378,0.568426,0.738007,145.956390,144.948630,188.191785
Purple Spire,1249,48.6984,9.85142,-24.4193,0.173503,0.454246,0.435877,0.616385,115.832730,111.148635,157.178175
True Romance,1250,31.3013,10.4005,-20.4942,0.0678026,0.30247,0.270102,0.41549,77.12985,68.876010,105.94995
Mountain's Majesty,1251,84.6999,5.47689,-8.36342,0.654204,0.848802,0.817134,0.891631,216.444510,208.369170,227.365905
Lavender Bliss,1252,80.1939,7.84939,-11.5022,0.570255,0.80865,0.762759,0.864991,206.20575,194.503545,220.572705
Petunia Trail,1253,73.2059,7.43053,-14.7312,0.454786,0.720616,0.689646,0.811312,183.757080,175.859730,206.884560
Purple Vision,1254,65.9947,9.21139,-22.0101,0.35317,0.635148,0.611158,0.784429,161.962740,155.845290,200.029395
Purple Haze,1255,63.853,9.99255,-23.5064,0.326212,0.613696,0.58742,0.771711,156.492480,149.79210,196.786305
Plum Preserve,1256,50.2325,14.3706,-29.2,0.18614,0.486341,0.440817,0.664991,124.016955,112.408335,169.572705
Voldemort,1257,30.2147,12.8958,-22.9237,0.0632364,0.301045,0.254906,0.420105,76.766475,65.001030,107.126775
Sweet Flower,1258,89.9694,1.00074,-3.8394,0.762374,0.884808,0.885482,0.916096,225.626040,225.797910,233.604480
Eyeshadow,1259,87.1559,2.28986,-8.2849,0.703248,0.851372,0.85202,0.917936,217.099860,217.26510,234.073680
Pretty Posie,1260,77.4699,5.33957,-19.4919,0.523169,0.735592,0.741369,0.892416,187.575960,189.049095,227.566080
Childish Wonder,1261,69.9034,6.38029,-23.9993,0.406123,0.647714,0.659412,0.840997,165.167070,168.150060,214.454235
Bailey Bells,1262,60.5048,8.53117,-30.974,0.286875,0.540439,0.558564,0.787089,137.811945,142.433820,200.707695
Medieval,1263,48.0621,11.4947,-36.3938,0.168434,0.41366,0.428889,0.68984,105.48330,109.366695,175.90920
Altar of Heaven,1264,34.239,11.0627,-29.4906,0.0812359,0.302535,0.297557,0.500874,77.146425,75.877035,127.722870
White Shoulders,1265,94.6761,-0.166747,1.95658,0.868536,0.943613,0.939888,0.925006,240.621315,239.671440,235.876530
Penelope,1266,90.353,0.94762,-3.92924,0.770681,0.888407,0.889892,0.921049,226.543785,226.922460,234.867495
Casa del Mar,1267,83.1271,1.78354,-12.3657,0.624026,0.791093,0.809838,0.902966,201.728715,206.508690,230.256330
Spoiled Rotten,1268,77.4646,3.04604,-20.4587,0.52308,0.71379,0.747106,0.899049,182.01645,190.512030,229.257495
Mood Mode,1269,60.1432,4.96996,-32.8969,0.282826,0.498652,0.563857,0.796109,127.156260,143.783535,203.007795
Wind Star,1270,50.3637,8.31787,-37.0108,0.187248,0.407442,0.45919,0.718409,103.897710,117.09345,183.194295
Hot Sauna,1271,28.8531,11.4943,-31.475,0.05781,0.245471,0.248654,0.459281,62.595105,63.406770,117.116655
Angel Kiss,1272,92.001,-0.336739,1.65106,0.807067,0.911515,0.910391,0.897395,232.436325,232.149705,228.835725
Wildflower Prairie,1273,83.3888,1.40024,-9.96705,0.628982,0.798101,0.813147,0.888189,203.515755,207.352485,226.488195
Genevieve,1274,79.3162,1.2972,-14.6045,0.554786,0.738871,0.770028,0.876852,188.412105,196.357140,223.597260
High Style,1275,72.4752,2.75377,-20.6625,0.443701,0.657344,0.694535,0.84508,167.622720,177.106425,215.49540
Velvet Robe,1276,65.3132,4.1881,-25.1368,0.344437,0.577524,0.616983,0.798326,147.268620,157.330665,203.573130
Regal Azure,1277,50.3805,6.52227,-32.1656,0.187391,0.414673,0.462217,0.685672,105.741615,117.865335,174.846360
Fresh Take,1278,39.5943,7.80702,-32.8635,0.110082,0.313917,0.355707,0.576975,80.048835,90.705285,147.128625
He Loves Me,1279,88.139,2.85322,-2.98915,0.723546,0.881164,0.860478,0.889667,224.696820,219.421890,226.865085
Lilac Luster,1280,83.1934,4.39992,-6.82707,0.625281,0.828182,0.80306,0.863437,211.186410,204.78030,220.176435
Collensia,1281,75.3841,5.31515,-10.3656,0.488921,0.740519,0.717172,0.803482,188.832345,182.878860,204.887910
Butterfly Bush,1282,67.0091,3.96747,-12.26,0.366441,0.636017,0.632365,0.726147,162.184335,161.253075,185.167485
Lavender Spectacle,1283,61.5068,4.5412,-13.9984,0.298295,0.578029,0.574443,0.679721,147.397395,146.482965,173.328855
Grapes of Wrath,1284,42.6524,5.68743,-14.7099,0.129266,0.39576,0.385066,0.490422,100.91880,98.191830,125.057610
Jazlyn,1285,28.5962,4.80176,-9.38729,0.0568224,0.272885,0.256095,0.321479,69.585675,65.304225,81.977145
Lavender Pizzazz,1286,90.3864,2.87188,-0.722271,0.771407,0.912215,0.884919,0.897782,232.614825,225.654345,228.934410
Orchid Fragrance,1287,79.0551,5.04592,-6.52989,0.550239,0.788645,0.756502,0.815839,201.104475,192.908010,208.038945
Violet Crush,1288,72.0343,5.26575,-9.086,0.437101,0.70779,0.681424,0.757939,180.48645,173.763120,193.274445
Lilac Blossom,1289,62.1504,6.02161,-10.7764,0.305788,0.604746,0.576882,0.66445,154.210230,147.104910,169.43475
Violet Vibes,1290,55.134,7.01635,-11.3043,0.230599,0.538376,0.503445,0.594961,137.285880,128.378475,151.715055
Dancing in the Spring,1291,49.6163,7.07421,-10.9178,0.180993,0.48426,0.448517,0.535896,123.48630,114.371835,136.653480
Plum Perfect,1292,31.0446,7.32111,-7.3402,0.0667044,0.315845,0.272117,0.332159,80.540475,69.389835,84.700545
Violet Pearl,1293,87.8492,3.76468,-3.95775,0.717523,0.882397,0.855192,0.8938,225.011235,218.073960,227.9190
Lavender Scent,1294,85.7148,3.1652,-4.57968,0.674184,0.852519,0.833292,0.874595,217.392345,212.489460,223.021725
Gypsy Caravan,1295,81.742,4.94027,-6.30082,0.598232,0.817785,0.785814,0.843651,208.535175,200.382570,215.131005
Violet Beauty,1296,74.1442,6.06958,-10.9287,0.469288,0.731296,0.702208,0.79412,186.480480,179.063040,202.50060
Royal Proclamation,1297,67.4835,7.82922,-12.8586,0.37276,0.668001,0.628078,0.736016,170.340255,160.159890,187.684080
Queen of Sheba,1298,51.7122,9.6225,-17.0765,0.198896,0.505957,0.464323,0.598719,129.019035,118.402365,152.673345
Soul Train,1299,32.5068,11.2996,-10.6716,0.0731196,0.345963,0.276623,0.366784,88.220565,70.538865,93.529920
Winged Victory,1300,91.0413,2.48744,1.75882,0.785742,0.922848,0.892714,0.886429,235.326240,227.642070,226.039395
Lavender Bikini,1301,87.6989,4.27157,1.26265,0.714411,0.897777,0.851314,0.853449,228.933135,217.085070,217.629495
Heather Hill,1302,72.972,5.74533,-4.19168,0.451217,0.734082,0.689257,0.733196,187.190910,175.760535,186.964980
Cut Heather,1303,61.4716,6.97362,-5.16015,0.297888,0.618837,0.566557,0.618704,157.803435,144.472035,157.769520
Iced Orchid,1304,54.3542,8.04843,-3.80529,0.223098,0.555897,0.491752,0.536592,141.753735,125.396760,136.830960
Victorian Violet,1305,46.8586,8.60149,-4.26276,0.159118,0.482843,0.416733,0.464743,123.124965,106.266915,118.509465
Royal Velvet,1306,28.623,10.921,-5.95375,0.0569248,0.317422,0.24176,0.301893,80.942610,61.64880,76.982715
Clytemnestra,1307,90.3928,1.83052,1.78478,0.771547,0.910637,0.887127,0.878912,232.212435,226.217385,224.122560
Stardust Ballroom,1308,84.1544,4.77071,-1.1995,0.64363,0.856141,0.811582,0.832727,218.315955,206.953410,212.345385
So Dainty,1309,78.9229,5.85432,-2.98446,0.547947,0.802296,0.752405,0.788793,204.585480,191.863275,201.142215
Velvet Dawn,1310,73.218,6.42734,-4.56066,0.454971,0.740751,0.690253,0.738586,188.891505,176.014515,188.339430
Gypsy's Gown,1311,64.6259,7.55938,-6.42947,0.335776,0.652829,0.597807,0.660588,166.471395,152.440785,168.449940
Southern Belle,1312,47.7596,8.42163,-6.50445,0.166059,0.48564,0.426325,0.488331,123.83820,108.712875,124.524405
My Place or Yours?,1313,30.066,6.50227,-4.51951,0.0626279,0.308008,0.264656,0.305885,78.542040,67.487280,78.000675
Desired Dawn,1314,86.2036,0.713548,-0.92891,0.68395,0.848659,0.843999,0.852567,216.408045,215.219745,217.404585
Calamities,1315,82.5863,1.02339,-2.57179,0.613868,0.807056,0.803897,0.824949,205.799280,204.993735,210.361995
Savoy,1316,76.9769,1.39777,-4.31405,0.514934,0.744497,0.742563,0.776544,189.846735,189.353565,198.018720
Buffed Plum,1317,71.6281,1.17487,-5.35749,0.431078,0.682915,0.686196,0.726361,174.143325,174.979980,185.222055
Dusky Mood,1318,63.8468,0.731745,-7.7498,0.326136,0.591623,0.606153,0.660527,150.863865,154.569015,168.434385
Overlook,1319,46.0825,0.527503,-9.02942,0.153297,0.408595,0.42834,0.487054,104.191725,109.22670,124.198770
Blackwater,1320,36.857,1.13513,-7.65821,0.0946093,0.328975,0.338874,0.388215,83.888625,86.412870,98.994825
